Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Order_Date_Parse_Method,Order_Date_Was_Imputed,Quantity_Was_Invalid,Expected_Amount,Accuracy_Flag,Status_Was_Invalid,Outlier_Flag_Before_Capping,Transaction_Amount_Before_Capping,Load_Delay_Hours,Is_Late_Load
T000498,C0149,May Pattanakul,may.pattanakul149@example.com,F,Unknown,2026-03-22,2026-03-22 11:00:00,Home,4,166.41,0.0,665.64,Bank Transfer,Processing,N,0,1,YYYY/MM/DD,0,0,665.64,0,0,0,665.64,11.0,0
T000401,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-06-10,2026-06-10 15:00:00,Fashion,1,488.78,0.2,391.02,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,391.02,0,0,0,391.02,15.0,0
T000102,C0004,Tee Dechawat,tee.dechawat4@example.com,M,Bangkok,2026-06-12,2026-06-14 18:00:00,Electronics,1,144.45,0.15,1227.8,Bank Transfer,Completed,Y,0,0,YYYY-MM-DD,0,0,122.78,1,0,0,1227.8,66.0,1
T000509,C0071,Aom Sukjai,aom.sukjai71@example.com,M,Chanthaburi,2026-03-08,2026-03-10 10:00:00,Beauty,3,90.67,0.0,272.01,Credit Card,Returned,N,0,0,YYYY-MM-DD,0,0,272.01,0,0,0,272.01,58.0,1
T000464,C0103,Tee Phromla,tee.phromla103@example.com,F,Phuket,2026-01-19,2026-01-19 05:00:00,Food,6,260.38,0.05,1484.17,Credit Card,Cancelled,N,0,0,MM/DD/YYYY,0,0,1484.17,0,0,0,1484.17,5.0,0
T000354,C0152,Tee Dechawat,tee.dechawat152@example.com,M,Chanthaburi,2026-02-15,2026-02-15 19:00:00,Fashion,1,177.36,0.0,177.36,Bank Transfer,Completed,N,0,0,MM/DD/YYYY,0,0,177.36,0,0,0,177.36,19.0,0
T000358,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-01-22,2026-01-22 04:00:00,Electronics,2,327.93,0.05,623.07,PromptPay,Cancelled,N,0,0,YYYY-MM-DD,0,0,623.07,0,0,0,623.07,4.0,0
T000583,C0119,Boss Khamdee,boss.khamdee119@example.com,M,Khon Kaen,2026-05-03,2026-05-03 17:00:00,Fashion,1,149.8,0.2,119.84,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,119.84,0,0,0,119.84,17.0,0
T000542,C0104,May Srisawat,may.srisawat104@example.com,F,Chonburi,2026-02-28,2026-02-28 05:00:00,Sports,5,199.81,0.05,949.1,PromptPay,Completed,N,0,0,YYYY/MM/DD,0,0,949.1,0,0,0,949.1,5.0,0
T000183,C0001,Tee Saelim,tee.saelim1@example.com,F,Bangkok,2026-04-15,2026-04-15 09:00:00,Home,4,167.56,0.0,670.24,Bank Transfer,Processing,N,0,0,YYYY/MM/DD,0,0,670.24,0,0,0,670.24,9.0,0
T000158,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-02-13,2026-02-13 07:00:00,Food,6,175.83,0.1,949.48,PromptPay,Returned,N,0,0,YYYY/MM/DD,0,0,949.48,0,0,0,949.48,7.0,0
T000117,C0025,Mook Srisawat,mook.srisawat25@example.com,M,Nakhon Ratchasima,2026-02-28,2026-02-28 02:00:00,Fashion,5,202.7,0.2,694.33,PromptPay,Returned,N,0,0,YYYY/MM/DD,0,0,810.8,1,0,0,694.33,2.0,0
T000213,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-05-21,2026-05-25 19:00:00,Sports,5,284.47,0.1,1280.12,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,1280.12,0,0,0,1280.12,115.0,1
T000577,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-09,2026-03-09 03:00:00,Home,2,376.66,0.2,602.66,Cash on Delivery,Processing,Y,0,0,DD-MM-YYYY,0,0,602.66,0,0,0,602.66,3.0,0
T000203,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-05-22,2026-05-22 19:00:00,Home,2,114.35,0.05,217.26,PromptPay,Processing,N,0,0,MM/DD/YYYY,0,0,217.26,0,0,0,217.26,19.0,0
T000320,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-02-23,2026-02-23 17:00:00,Sports,6,333.51,0.0,2001.06,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,2001.06,0,0,0,2001.06,17.0,0
T000315,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-17,2026-03-17 12:00:00,Beauty,5,247.85,0.0,1239.25,Cash on Delivery,Cancelled,N,0,0,MM/DD/YYYY,0,0,1239.25,0,0,0,1239.25,12.0,0
T000410,C0172,Beam Saelim,beam.saelim172@example.com,F,Rayong,2026-02-05,2026-02-05 10:00:00,Food,2,64.3,0.1,115.74,PromptPay,Returned,N,0,0,YYYY-MM-DD,0,0,115.74,0,0,0,115.74,10.0,0
T000121,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-01-22,2026-01-22 07:00:00,Fashion,1,76.25,0.05,72.44,Cash on Delivery,Completed,N,0,0,DD/MM/YYYY,0,0,72.44,0,0,0,72.44,7.0,0
T000210,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-03-28,2026-03-28 02:00:00,Electronics,6,213.42,0.15,1088.44,Bank Transfer,Completed,N,0,0,YYYY-MM-DD,0,0,1088.44,0,0,0,1088.44,2.0,0
T000319,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-04-14,2026-04-14 11:00:00,Electronics,6,312.61,0.1,1688.09,Bank Transfer,Returned,N,0,0,YYYY-MM-DD,0,0,1688.09,0,0,0,1688.09,11.0,0
T000352,C0081,Film Srisawat,film.srisawat81@example.com,M,Chonburi,2026-05-12,2026-05-12 01:00:00,Sports,1,316.91,0.0,316.91,PromptPay,Completed,N,0,0,YYYY-MM-DD,0,0,316.91,0,0,0,316.91,1.0,0
T000292,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-06-24,2026-06-24 07:00:00,Fashion,2,299.01,0.1,538.22,Cash on Delivery,Cancelled,N,0,0,DD-MM-YYYY,0,0,538.22,0,0,0,538.22,7.0,0
T000051,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-05-22,2026-05-22 15:00:00,Food,6,147.08,0.1,794.23,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,794.23,0,0,0,794.23,15.0,0
T000295,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-02-16,2026-02-16 13:00:00,Food,4,521.86,0.15,1774.32,Cash on Delivery,Completed,N,0,0,DD/MM/YYYY,0,0,1774.32,0,0,0,1774.32,13.0,0
T000027,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-06-13,2026-06-13 12:00:00,Home,3,254.83,0.0,764.49,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,764.49,0,0,0,764.49,12.0,0
T000477,C0139,Gun Phromla,gun.phromla139@example.com,M,Nakhon Ratchasima,2026-03-19,2026-03-19 06:00:00,Fashion,5,73.37,0.0,366.85,Cash on Delivery,Returned,N,0,0,YYYY/MM/DD,0,0,366.85,0,0,0,366.85,6.0,0
T000045,C0075,Ice Maneerat,ice.maneerat75@example.com,F,Bangkok,2026-05-30,2026-05-30 06:00:00,Home,3,347.59,0.1,938.49,Credit Card,Completed,N,0,0,DD/MM/YYYY,0,0,938.49,0,0,0,938.49,6.0,0
T000367,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-06-16,2026-06-16 09:00:00,Food,5,227.44,0.1,1023.48,Cash on Delivery,Cancelled,N,0,0,YYYY/MM/DD,0,0,1023.48,0,0,0,1023.48,9.0,0
T000398,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-05-15,2026-05-19 00:00:00,Food,5,205.91,0.0,1029.55,PromptPay,Cancelled,N,0,0,YYYY-MM-DD,0,0,1029.55,0,0,0,1029.55,96.0,1
T000327,C0048,Boss Dechawat,boss.dechawat48@example.com,F,Rayong,2026-03-12,2026-03-12 13:00:00,Food,2,180.15,0.15,306.25,Bank Transfer,Completed,N,0,0,YYYY-MM-DD,0,0,306.26,0,0,0,306.25,13.0,0
T000555,C0019,Korn Dechawat,korn.dechawat19@example.com,M,Nakhon Ratchasima,2026-06-13,2026-06-15 01:00:00,Electronics,4,473.76,0.2,1516.03,Cash on Delivery,Returned,N,0,0,DD-MM-YYYY,0,0,1516.03,0,0,0,1516.03,49.0,1
T000090,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-05-14,2026-05-14 04:00:00,Sports,4,255.94,0.0,1023.76,PromptPay,Returned,N,0,0,DD/MM/YYYY,0,0,1023.76,0,0,0,1023.76,4.0,0
T000197,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-02-02,2026-02-02 05:00:00,Home,2,210.54,0.0,421.08,Credit Card,Cancelled,N,0,0,YYYY-MM-DD,0,0,421.08,0,0,0,421.08,5.0,0
T000107,C0087,May Sukjai,may.sukjai87@example.com,M,Chanthaburi,2026-06-13,2026-06-13 07:00:00,Home,4,125.39,0.0,501.56,Credit Card,Processing,N,0,0,YYYY-MM-DD,0,0,501.56,0,0,0,501.56,7.0,0
T000569,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-06,2026-05-06 19:00:00,Food,3,181.97,0.1,330.28,Bank Transfer,Cancelled,N,0,0,YYYY-MM-DD,0,0,491.32,1,0,0,330.28,19.0,0
T000095,C0142,Ploy Maneerat,ploy.maneerat142@example.com,F,Chiang Mai,2026-05-09,2026-05-09 17:00:00,Electronics,6,571.14,0.0,2092.5,Cash on Delivery,Cancelled,N,0,0,YYYY-MM-DD,0,0,3426.84,0,0,1,3426.84,17.0,0
T000317,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-30,2026-03-30 14:00:00,Beauty,6,159.05,0.0,954.3,Credit Card,Returned,N,0,0,DD-MM-YYYY,0,0,954.3,0,0,0,954.3,14.0,0
T000024,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-04-17,2026-04-17 01:00:00,Sports,5,212.22,0.05,1008.04,Credit Card,Cancelled,N,0,0,MM/DD/YYYY,0,0,1008.04,0,0,0,1008.04,1.0,0
T000088,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-04-11,2026-04-11 17:00:00,Electronics,3,383.05,0.0,1149.15,Bank Transfer,Returned,N,0,0,DD/MM/YYYY,0,0,1149.15,0,0,0,1149.15,17.0,0
T900011,C0047,Ploy  Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-18,2026-05-18 17:00:00,Home,2,149.97,0.05,284.94,Bank Transfer,Processing,N,0,0,YYYY-MM-DD,0,0,284.94,0,0,0,284.94,17.0,0
T000473,C0052,Gun Dechawat,gun.dechawat52@example.com,F,Rayong,2026-04-22,2026-04-22 02:00:00,Electronics,1,284.44,0.15,241.77,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,241.77,0,0,0,241.77,2.0,0
T000165,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 12:00:00,Sports,6,208.96,0.1,1128.38,Bank Transfer,Returned,N,0,0,YYYY-MM-DD,0,0,1128.38,0,0,0,1128.38,12.0,0
T000097,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-01-05,2026-01-05 19:00:00,Food,4,175.75,0.0,703.0,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,703.0,0,0,0,703.0,19.0,0
T000054,C0012,Mint Pattanakul,mint.pattanakul12@example.com,M,Chiang Mai,2026-02-27,2026-02-27 13:00:00,Sports,3,305.63,0.05,871.05,PromptPay,Processing,N,0,0,DD/MM/YYYY,0,0,871.05,0,0,0,871.05,13.0,0
T000486,C0178,Anan Wongsa,anan.wongsa178@example.com,M,Khon Kaen,2026-04-15,2026-04-19 05:00:00,Fashion,6,156.07,0.0,936.42,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,936.42,0,0,0,936.42,101.0,1
